avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctMarriedHouseholds,BirthRate,TARGET_deathRate
115,51,459.5,51221,20609,12.4,0,41,40.2,41.5,2.48,58.2,11.7,44.6,36.8,6.9,38.7,12.6,59.6,5.8,73,48.36990715,49.8,28.9,13.3,57.70183259,6.863636364,196.5
376,139,458.6,51885,76720,13.3,808.1334724,38,36.8,39.4,2.44,49.3,18.7,29.9,40.99102564,7.3,31.1,21,59.1,4.9,75.5,61,56.4,27.6,13.1,48.27492529,6.328460877,168.6
100,40,481.5,42166,17642,14,0,38.6,34.7,42.4,2.47,50.6,28.1,38.2,40.99102564,3.7,41.4,13.9,55.8,5.7,72.7,56.1,49.1,31.1,14.4,52.6972873,4.315304948,179.9
150,65,488,37379,24526,20.7,0,41.2,40,42.3,2.61,51.8,30.1,38.1,40.99102564,7.7,38.4,7.8,48.2,12.7,54.7,48.36990715,33.6,40.8,24.7,50.41357826,7.465766273,206.8
45,23,383.9,37173,7595,18.5,0,47.1,45.5,48.6,2.34,54.7,15,31.8,40.99102564,7.4,41.3,9,52.9,7.9,54.2,39.3,33.5,43.1,25,51.64319249,3.627311522,194.1
95,40,435.4,34987,16393,21.7,0,43,41.8,43.8,2.62,56.9,23.6,42.6,27.8,6,41.9,9.8,45.5,13.2,50.8,37.5,32.1,39.6,23.1,57.53358925,9.043326548,179.1
47,23,433.7,41610,8253,16.8,0,40.5,40.4,40.8,2.65,58.1,42.1,28.5,40.99102564,1.1,40.5,11.4,53.7,5.7,58.8,40.3,32.8,34.7,15.7,59.99343617,7.483794932,206.3
47,19,319.3,42174,12687,18.6,0,40.1,38,44.5,2.48,43.9,20.1,49.7,40.99102564,6.9,48.9,9,39.2,6.8,70.3,53.2,44,36.5,17.4,54.87220447,2.755102041,123.4
90,45,424.4,34411,15593,21.6,0,43.4,42.1,44.6,2.6,51.8,34.1,31.4,40.99102564,1.3,39.2,8.4,47.5,9.2,50.3,35.3,28.5,44.7,25.3,51.46959459,6.869058571,200.1
64,35,317.9,31805,13373,23,0,47.3,46.2,47.8,2.54,58.6,20.6,45.8,40.99102564,2.3,42.4,5.8,44.6,9,53.1,37.3,31.6,43.7,25.3,57.15368581,6.128904705,166.5
168,93,424.9,31486,30895,29.8,0,39.8,37.4,41.7,2.44,47.4,28.4,38.8,40.99102564,3.6,38.6,6.9,47.8,8.1,49.3,35.6,31,46.8,28.1,43.16723441,6.176009129,230
550,210,475.2,51978,102426,11.8,439.3415734,40.2,38.9,41.5,2.53,56.7,16.1,33.6,44.5,5.8,34.3,11.7,60.3,7.2,71.6,59.6,53.3,28.6,16.5,54.77389453,5.593582421,180
1962.667684,7,453.5494221,50886,2640,10.4,0,47.4,45.3,50.1,2.25,69.1,8.7,29.1,40.99102564,6.3,37.7,17.4,62.6,1.9,74.7,48.36990715,35.1,32.3,12.6,62.43697479,8.951965066,136.2
1962.667684,6,453.5494221,45341,2591,12,0,49.8,49,51.9,2.12,60.8,19.2,21.9,40.99102564,17.9,32.7,20,59.6,2.4,77,46.7,37.2,38.8,12.8,53.2889259,10.81081081,134
1962.667684,13,453.5494221,60279,7733,10.9,0,32.8,32.4,33.2,2.86,62.5,37.8,33,40.99102564,0,28.9,14,64.7,7.3,62.3,53.1,40.6,25.6,17.9,64.2777983,5.375139978,197.8
1962.667684,9,453.5494221,58543,6133,8.3,0,36.1,36.8,35,2.78,64.8,33.5,25.6,40.99102564,4.5,25.6,14.3,70.8,2.9,76.1,48.36990715,48.4,22.1,11.4,64.88372093,6.199261993,150.7
1962.667684,3,453.5494221,52795,1330,10.8,0,49.4,48.7,49.9,2.46,66.6,4.8,0,40.99102564,40.3,30.3,20.4,60.5,2.1,81.9,60.5,42.7,28.8,10.5,64.68172485,5.687203791,156.9
1962.667684,17,453.5494221,39732,6244,16.9,0,48,48,48,2.23,55.3,8.6,39.1,45.7,6.6,40.1,11.3,56.2,3.5,69.4,48.36990715,40.5,38,15.8,49.75212465,5.457746479,155.4
1962.667684,5,453.5494221,47709,2474,12.8,0,38,35.8,39.1,2.59,61.8,25.1,38.7,40.99102564,8.4,34.8,11.1,67.4,2.3,58.9,48.36990715,35.7,31.1,17.6,57.01402806,6.605504587,164.2
1962.667684,19,453.5494221,50525,5817,12.9,171.9099192,43,39.7,46.7,2.34,56.6,17.1,44.7,40.99102564,6.3,36.6,13,59.7,3.7,71.7,48.36990715,44.5,32.8,14,51.95232224,7.6011846,194.7
1962.667684,79,453.5494221,55074,35073,12.8,1881.789411,38.6,37.7,39.3,2.47,58.4,13,23.7,40.99102564,11.5,29.6,17.3,60.8,4.4,75.1,59.4,51.2,29.9,14.4,57.58044327,5.858531317,162.2
1962.667684,5,453.5494221,59596,4064,10.7,0,36.1,32.6,38.5,2.93,58.6,38,36.7,40.99102564,4,20.9,11.2,68.2,3.9,62.4,53.5,41.4,27.5,17.8,63.94265233,5.965292842,122.6
1962.667684,4,453.5494221,52394,1893,8.8,0,47.8,46.3,49.3,2.36,65.5,24.5,34.3,40.99102564,2,25.9,18.4,65,2.5,79.2,48.36990715,47,28.2,9.5,61.28236745,9.393939394,127.6
1962.667684,31,453.5494221,53796,13338,10.3,0,40.8,39.4,42.5,2.51,61.4,23.4,30.5,40.99102564,7.8,40.6,12.5,62.8,4.4,77.7,59.9,52.6,31,13,58.75781102,5.896980462,178.7
1962.667684,42,453.5494221,56927,18930,9.4,0,43.5,42.6,44.6,2.47,61.7,16,37.6,40.99102564,4.7,40.7,12.7,62,6.9,77.6,60.4,54.2,29.1,11.9,60.9652612,5.155718398,173
1962.667684,11,453.5494221,44101,2970,13.5,0,52.1,50.7,52.8,2.1,63.5,6.3,24.6,44,25.1,39.4,11.3,58.3,2.5,74.8,46.6,31.9,41.5,15.8,54.78018144,6.681034483,165.8
1962.667684,796,453.5494221,76104,580159,6.6,449.8766717,36.8,35.6,38.1,2.56,56.8,11.5,25,40.99102564,17.1,15.2,33.6,69.2,4.5,84,48.36990715,63,18.9,8,55.46135117,5.529393013,146.8
1962.667684,9,453.5494221,53484,3956,12.2,0,34.8,30.6,39.3,2.81,63,30,16.6,40.99102564,3.5,23.4,10.5,66.3,1.8,77.5,67.1,54.8,21.4,11.1,64.97461929,5.231143552,209.6
1962.667684,16,453.5494221,53378,7687,11.2,8585.924288,45.2,41.7,46.8,2.54,56.6,10.3,45.8,40.99102564,2.3,34.8,14.8,56.5,5.7,71.5,54,43.3,32,13.7,55.25615436,7.676767677,129.4
1962.667684,6,453.5494221,46318,2564,12.8,0,41.7,41.3,42.4,2.21,60,8.5,15,40.99102564,6.5,26.9,17.9,53.94626661,4,73.1,48.36990715,43.7,34.5,13.3,56.00375235,3.783783784,141.4
1962.667684,4,453.5494221,53739,1670,10.9,0,535.2,44.7,44.4,2.07,55.9,25.2,31.1,40.99102564,3,29.7,15.5,67.9,2.4,78.2,56.7,48.6,29.2,11.2,47.82608696,10.02949853,148.6
1962.667684,126,453.5494221,65549,79315,10.9,0,37.3,36.4,38.6,2.7,53.1,13.3,30.5,40.99102564,8.1,30.9,16.4,54.7,5.9,80.2,60.3,42.7,26.7,10.6,56.92974913,5.174510519,166.5
1962.667684,9,453.5494221,44896,3105,12.7,0,46.2,43.8,47.9,2.31,56.3,11.2,44.1,40.99102564,1.8,32.3,15.6,59.5,6.5,70.8,50.2,40.8,33,12.6,49.88764045,7.180385289,164.5
1962.667684,31,453.5494221,44520,9536,14.8,0,43.7,44.3,42.9,2.26,61.7,20.6,34.7,40.99102564,0.9,37.2,10.5,52.1,8.3,75,49.8,44.8,32.3,13.7,54.47154472,7.603801901,219.4
1962.667684,6,453.5494221,49852,2825,9.7,0,42.2,40.6,45.7,2.21,59.7,27.5,21.3,50.2,0.9,35.5,11.7,63,3.9,79.1,56.8,44.8,33.5,10.7,51.64923572,7.558139535,129.1
1962.667684,65,453.5494221,43038,33339,18,449.923513,32.5,32.5,32.4,2.43,46,9.3,23.6,40.99102564,7.7,33.4,16.6,62.7,7.2,67.3,55.2,46.4,29.5,16.5,44.49216395,7.999080565,182.9
1962.667684,70,453.5494221,57878,28941,8.8,1209.356968,42,40.2,43.6,2.37,58.9,15.9,21.6,40.99102564,11.3,29.1,19.3,66,3.1,80.7,48.36990715,56,27.8,10.9,56.52616402,6.078625702,161.2
1962.667684,30,453.5494221,47723,12103,11.9,247.8724283,45,43.7,46,2.4,57.9,15.2,20.9,55.8,8.1,36.4,14.7,58.4,5,74.9,56.5,49.1,33.4,15.3,57.88269551,6.021594684,143.8
1962.667684,25,453.5494221,47901,9936,11.1,0,45,43.3,46.3,2.27,61.4,16.9,28.9,47.3,6.9,44.8,11.8,62.1,3,77.7,57.4,48.1,32.6,12.2,55.71494678,6.352683461,150.8
1962.667684,11,453.5494221,53903,4330,11.7,0,39.8,36.5,42.4,2.51,61.7,28.1,44.5,40.99102564,1.2,31.1,16.4,53.94626661,2.8,76.1,48.36990715,49.8,27.2,11.2,61.09799292,12.21973094,176.2
1962.667684,56,453.5494221,63924,32553,9.5,0,40.4,39.5,41.4,2.55,59.3,14.5,36.6,40.99102564,5.3,32.5,16.5,63.4,5.6,81.1,61.6,56,24.5,9.5,56.81528662,6.683134349,150.2
1962.667684,16,453.5494221,48645,6282,11.2,0,44.4,40.8,48,2.25,59.8,16.5,40.7,40.99102564,4.2,34,18,60.5,2.6,79.5,59.8,47.3,27.6,11.3,55.30331224,2.550091075,151.3
1962.667684,99,453.5494221,42221,33314,18,1921.114246,39.4,37,41.9,2.47,50.3,17.3,31.6,40.99102564,3.9,32.1,11.2,53.8,8.7,64.2,48.2,42.8,36.8,19.2,47.39858578,6.411140218,208.4
1962.667684,20,453.5494221,44774,5645,12.5,0,47.6,46.6,49.5,2.36,62,20.8,36.6,40.99102564,6.3,35.7,10,59.9,3.2,75.9,52.8,42.4,34.6,11.6,59.43474647,5.611775529,193.4
1962.667684,7,453.5494221,55378,3007,11.1,0,41.6,38.3,46.3,2.53,54.2,21.1,51,21.7,6.2,32.5,10.6,57.1,5.8,70.9,56.8,49.6,30.1,15.2,52.56518082,3.29153605,165.4
1962.667684,25,453.5494221,54149,10227,9.9,586.6823115,41.6,39.7,43.6,2.32,61.9,13.6,42,40.99102564,10,41.9,16.8,67.1,1.7,80.4,63.9,50.2,28,11.6,56.80585044,5.55836281,147.7
1962.667684,42,453.5494221,41527,16346,17.7,4098.862107,40,39.7,40.6,2.47,53.1,9.4,20.7,40.99102564,4.7,33.6,12.1,60.9,4.7,67.8,53,46.2,35,18.6,52.01918614,8.276059565,183.5
1962.667684,7,453.5494221,51923,3005,10,0,49.2,46,51.9,2.18,62.5,31.1,27.4,40.99102564,17.8,35.9,15.5,60.9,2.7,77.2,48.36990715,42.6,35.5,14.1,57.1945047,9.725158562,128.7
1962.667684,10,453.5494221,44846,5550,13.5,0,44,42.1,48.5,2.24,49.6,25.1,18.9,41.3,14.7,34.6,15.2,57,1.7,72.8,57.9,45.9,32.9,17.3,53.79896177,9.776833156,109.9
1962.667684,39,453.5494221,52749,15847,12.9,0,42.6,42.2,42.9,2.44,57.4,15.7,33.8,40.99102564,8.8,40.5,12.8,57.3,8.2,71.9,50.6,44.9,35.2,14.3,55.1575711,4.447806354,181.3
1962.667684,12,453.5494221,38848,3683,12.9,0,48.5,46.5,49.7,2.08,59.6,18,22,40.99102564,15.6,36.3,15.1,61.1,4,74.6,48.36990715,38.9,34.8,13.6,50.90702948,4.141104294,166.2
1962.667684,13,453.5494221,52744,5975,10.4,0,42.2,39.5,45.4,2.39,63.8,17.1,36.5,40.99102564,7.3,32.9,15.2,63.2,5.3,77.8,60.6,50.8,27.9,11.3,58.52386683,1.470588235,151.2
1962.667684,18,453.5494221,47351,6838,13.9,146.2415911,43.1,41.5,48.2,2.32,46.2,26,23.2,49.6,1.2,28,12.7,51.6,1.9,72.8,53.2,42.1,32.8,15.2,45.76802508,1.121656601,182.5
1962.667684,16,453.5494221,45856,5428,11.4,0,44.7,44.2,45.5,2.29,60.5,33.2,13.9,45.3,7.6,35.3,15.5,63.1,4.3,75.8,55.3,44.5,33.4,15.5,55.04469987,9.342230696,171.1
1962.667684,36,453.5494221,65373,23298,10,0,34.7,34.7,34.6,2.72,62.3,9.2,35,40.99102564,6.5,31.2,21.2,64.8,3.7,80.4,66,52.1,23.8,10.7,62.60986328,8.095893103,153.9
1962.667684,25,453.5494221,54701,9691,10.3,6810.442679,39.1,35,42.6,2.39,55.5,11.9,37.3,40.99102564,3.9,26.5,18,59.9,5.6,71.8,56.1,47,32.1,15.7,52.7421835,5.278450363,177.9
1962.667684,9,453.5494221,44932,2506,11.8,0,50.9,48.7,52.4,2.07,61.7,29.1,28.5,40.99102564,2.5,30.8,18.6,58.2,2.3,77.6,53.6,40.8,35.1,12.4,53.38283828,10.28708134,177.8
1962.667684,152,453.5494221,46533,63718,15.8,125.5532189,39.5,37.6,42.3,2.44,53.3,20.2,32.7,40.99102564,2.4,28.6,13.8,58.2,5.7,69.7,52.8,46.3,32.5,15,52.29310276,5.263956311,172.6
1962.667684,15,453.5494221,42381,4725,12.7,0,50.9,50,51.7,2.07,57.4,20.2,23.6,43.4,12.7,35.1,13.4,61.8,3.8,74.7,51.6,42,36.9,15.4,48.87912088,7.552083333,154.1
1962.667684,24,453.5494221,49152,9977,14.7,0,37.9,35.3,41.9,2.42,56.4,20.5,22.2,40.99102564,4.6,30.5,14,61.9,5.5,70.1,54.3,47.4,30.5,15,55.39809327,5.697730565,173.6
1962.667684,70,453.5494221,46468,75247,20.2,252.5017609,24.7,24.5,25.3,2.49,39.1,2.5,20.3,40.99102564,8.3,17.4,24.1,54.5,5.8,85.4,73.2,50.6,16.4,6.5,43.09139683,4.808994852,154.3
1962.667684,13,453.5494221,48383,5174,12,0,43.9,43.2,45.3,2.28,57.4,12.6,42.1,40.99102564,12.6,36.8,14.1,63.2,4.1,71.5,51.4,40.8,35.5,15.9,51.17860381,5.273833671,164.7
1962.667684,8,453.5494221,43083,3130,12.1,0,48.8,48.1,49.8,2.1,56.8,22,20.6,43,14.5,33,12.8,59.7,5.6,75.2,55.1,45.4,33.5,13.6,49.39434724,10.75837743,114.3
1962.667684,20,453.5494221,45443,7039,13.3,0,47.1,43.8,48.5,2.12,58,25.2,31,40.6,3.2,32.8,13.1,60.7,6.9,70.5,48.4,34.1,39.3,16,52.20747144,10.703125,151.9
1962.667684,118,453.5494221,48460,55691,13,1634.016268,37.7,36.8,39.1,2.42,48.9,14.5,29.4,40.99102564,6.2,33.5,15.2,65,5,70.9,48.36990715,47.3,29.1,14.5,46.41804377,6.843609637,175.6
1962.667684,11,453.5494221,56032,4964,8.3,0,42,40.7,43.4,0.0221,65.3,21,18.3,48.3,12.3,33.4,15.7,67.5,5.8,84.1,67.1,50.8,24.7,6.3,56.83060109,6.629834254,160.5
1962.667684,864,453.5494221,51175,511574,14.7,826.8598482,34.6,33.4,35.7,2.59,49.8,15.4,28.8,40.99102564,8.5,26.8,19.7,61.9,6.9,69.2,56.7,50.3,28,15.3,47.48265193,6.454934329,171.5
1962.667684,29,453.5494221,47381,23152,15.7,2850.725639,29.4,29.2,29.6,3.05,47.7,25.7,23.7,40.99102564,2.7,24.8,8.5,66.2,9,61.5,53.1,49,26,17.2,46.64438503,6.872294372,164.4
1962.667684,374,453.5494221,52795,178725,15,274.1642188,38.8,37.4,40.1,2.44,49.5,15.8,31.4,40.99102564,7.5,31.1,18.7,60.2,6.8,71.7,54.4,48.5,31.9,14.5,46.64695662,5.852417303,171.6
1962.667684,7,453.5494221,52300,2512,10.9,0,45.7,43.1,48.3,2.21,64.1,6.7,18.7,40.99102564,8.2,33.8,15.9,65.1,1.2,73.4,49.7,31.6,37.6,16.1,56.66372462,7.382550336,143.1
1962.667684,14,453.5494221,43100,5983,16.2,0,38.4,39.4,36.8,2.14,54.2,25.6,10.1,40.99102564,10.5,33.3,9.8,64.3,4,65.3,48.36990715,39.5,36.7,19.8,43.57501795,7.904411765,161.6
1962.667684,13,453.5494221,41303,3704,13.5,0,50.7,50.3,50.9,2.21,60.7,10,37.2,40.99102564,4.8,35.3,13,59.4,3.2,76,49.8,31.2,39.1,15.4,56.26874625,8.463949843,157.6
1962.667684,9,453.5494221,45945,4236,14.1,0,43.7,42.3,45.2,2.35,63.1,25.3,21.7,40.99102564,10.7,28.7,17,62.1,2.6,64.7,47.7,38.9,36.8,19.8,59.25306577,6.165919283,126
1962.667684,4,453.5494221,56591,2072,11.5,0,35.7,36.9,33.6,2.58,63.5,21.3,27,40.99102564,3.5,27.4,16.4,71,2.4,76.6,60.3,52,23.8,11.3,59.3902439,13.96396396,127.9
1962.667684,10,453.5494221,59773,5806,9.7,0,34.9,34.3,37,2.84,68,38.7,29,40.99102564,14.8,35.6,12.7,64.4,3,69.7,48.36990715,45.1,25.2,11.8,71.40009965,4.250386399,148.2
1962.667684,53,453.5494221,52476,23535,13.3,2846.823879,40.8,39.4,41.7,2.55,56.3,20.4,31.1,40.99102564,5,35.9,14.1,58.2,7,72.7,56.5,50.5,30.8,14.5,55.02144979,6.593633733,170.1
1962.667684,15,453.5494221,50639,7904,11.3,0,35.3,34.2,37.2,2.39,55.6,12.2,20.1,40.99102564,3.8,28.9,18.6,68.9,2.7,81,65.9,48.3,24.7,11.3,53.81222432,5.794871795,154.5
1962.667684,9,453.5494221,46859,2927,9.9,0,49.1,48.8,49.4,2.21,66,3.4,26.3,40.99102564,14.8,33.2,18.5,69.6,1,83.3,61.3,47.2,26.8,6.1,59.37019969,4.642857143,177.9
1962.667684,14,453.5494221,59160,6951,9.6,0,42.1,41.9,43,2.59,61.2,10.8,40.7,45.4,3.1,38.9,16.1,60.9,6.2,80.9,63.5,55.2,25.7,9.3,60.19490255,4.111600587,150.3
1962.667684,4,453.5494221,49109,1518,12,0,41.8,43.4,38.8,2.52,60.1,25.6,22.2,38.9,13.3,32.9,19.6,53.94626661,5.4,75.3,57.7,40.2,26.8,11.2,57.44,8.333333333,175.5
1962.667684,18,453.5494221,43264,5598,10.8,0,46.3,44.1,48.4,2.27,62.5,14.8,19.9,40.99102564,20.4,38,13.2,64.5,3.1,74.4,48.36990715,44.7,33.9,13.7,57.33005733,5.961538462,172.4
1962.667684,6,453.5494221,53447,2157,11.5,0,35.7,34.5,40.5,2.79,60.6,36.9,20.6,40.99102564,16.3,29.6,12.5,67.4,3.1,71.7,46.4,32.8,33.2,12.9,57.49039693,7.061503417,177.6
1962.667684,23,453.5494221,39764,8856,16.7,0,43.8,42.1,46.1,2.37,53.2,20,34.4,40.99102564,9,36.8,9.9,56.2,6.5,60.1,43.4,37.3,40,21.3,49.88060494,6.210826211,171.1
1962.667684,16,453.5494221,35502,3115,18.4,0,47.4,46.9,48.6,2.08,53.6,7.8,46.1,41.1,5,38.8,12.7,59.7,4.6,63.1,44.1,35.8,38.5,17.5,44.93794905,6.818181818,293.9
1962.667684,326,453.5494221,37087,163369,24.4,214.2389315,33.3,32.4,34.2,2.71,41.7,24.7,33.7,40.99102564,6.8,32.9,10.7,58.7,11.2,51.4,40.6,36.8,35.3,23.6,38.97061322,6.377617291,221.8
106,46,469.7,31558,19027,26.3,0,41,39.1,42.5,2.5,50.9,9.5,25.6,60.2,4.7,36.3,9.3,49.8,7.7,56.1,43,34.2,40.9,23.8,53.07888763,4.546508931,200.2
101,47,425.8,39801,20640,19,0,40.3,39.6,42,2.59,58.2,20.8,45,32.6,1.6,36,7.7,53.3,9.2,59.5,48.36990715,39,36.7,20.2,57.42217649,3.786096257,195.1
119,47,513.5,54331,21979,11.3,0,39.9,38.5,40.7,2.56,57.2,15.4,36.6,44.4,3.5,38.8,11.4,62.4,6.9,77,61.6,55.4,28.3,12.9,56.35803931,5.4001554,202.2
51,22,460.2,44732,8212,16.8,0,42.8,41.5,44.2,2.48,54.8,8.7,34.9,40.99102564,7.6,39.4,8,52.8,6.2,61.5,45.8,41.2,40.8,23.7,53.71046229,6.105990783,191.3
258,102,502.2,37666,43570,19.5,183.6125775,40.4,39,42,2.48,55.8,20.7,39.6,40.99102564,4.7,41.5,9,54.8,7.6,60.6,46.8,41.3,39,22.7,53.03021379,5.4866708,192
79,33,564.2,34126,12228,22.7,0,40.4,39.5,40.7,2.76,51,22.4,33.2,40.99102564,2.3,39.2,9.1,43.8,14,51.7,39.6,36.7,46.2,29.7,52.0828485,4.990825688,238.5
177,80,493.5,24868,27337,33.5,0,41.1,39.2,42.5,2.44,46.6,20.6,46.4,30.7,2.3,35.6,5,35.4,11.6,39.7,26.6,24.4,57.6,39.6,42.08152958,3.381417714,223
526,183,483.6,66939,127712,8,0,36.2,35.7,36.6,2.77,58.2,13,36.9,40.99102564,12,28.1,20.1,66.9,5.6,80.2,48.36990715,63.4,21.8,10.4,58.57880964,5.289605924,175.7
120,45,490.8,42812,20116,19.2,0,41.1,40,43.3,2.51,49.1,16.7,42.5,34.6,6.1,36.7,10.9,56.2,9.9,65.3,49.9,44.6,35.3,18.3,48.49370789,4.047026905,176.5
332,130,525,40224,48325,23.1,269.0118986,41.9,40.5,43.4,2.41,51.7,22.2,32.7,40.99102564,3.6,35.9,10.3,46.3,10.5,61.7,43.3,40.2,42.4,23,50.45658567,4.636200208,198.2
176,68,492.9,41538,29809,17.5,0,41,38.8,42.8,2.42,48.3,10.8,32.1,40.99102564,5.1,35,11.8,50.9,7.1,65.3,49.8,43,38.4,21.7,50.06790403,4.910307084,179.1
61,23,639.7,41910,8321,18.6,0,41,39.8,41.5,2.54,53.4,22.3,35.6,41.4,0.7,43.4,9.2,53.94626661,8.3,66.7,48.36990715,48.2,37.4,22.3,49.89403573,6.52995143,236.8
87,38,522.1,28647,13484,33,0,40.7,39.4,42.9,2.41,48.7,19.9,39.5,40.99102564,1.1,34.3,5.1,38.1,12.4,37.7,48.36990715,25.3,58.1,40.6,44.95813615,6.230133503,232.3
126,51,490,41547,20018,19.2,249.7752023,42.5,41.1,43.8,2.71,56,23.1,41.3,40.99102564,3,44,5.1,48.2,11.5,62.3,48.36990715,39,39.8,21.1,58.83239688,7.765151515,199.5
407,126,536.2,54924,78702,12.3,216.0046759,39.3,38.5,39.7,2.71,53.7,10.7,45.7,40.99102564,5.9,40.8,9.2,53.94626661,7.6,77,62,57.3,29,13.8,56.06891428,4.763673015,174
72,32,460.2,35219,12938,20.6,0,41.2,40.1,42.1,2.44,53.6,29,40.2,40.99102564,3.3,43.3,4.5,48.9,6.1,54.5,43,38.5,43.4,27.6,52.7820711,5.23255814,202.9
92,40,525,42640,12681,18.2,0,42.6,42.3,42.9,2.39,55.2,7.7,60.2,40.99102564,5.8,44.9,7.7,52.4,8.7,60.5,45.6,41.6,42.1,24.2,50.10391083,7.912885662,224.7
211,84,501.3,37705,38343,20.2,0,33.7,33.5,34.2,2.35,43.8,2.5,17.2,40.99102564,9.8,31.6,16.1,52.7,9.1,69.9,54.4,45.3,30.8,16.2,44.97101254,3.144290123,195.3
507,194,518.7,52349,92066,13.2,65.17063846,37.3,35.9,38.5,2.49,47.2,9.4,28.7,49.2,12.7,31,18.2,62.4,6.8,72.4,56.4,50.1,28.3,14.9,46.76269132,4.943288381,198.6
37,16,534.8,40701,4874,17,0,42.3,41.5,43.1,2.39,58.4,15,36.5,40.99102564,1.9,38.2,7.9,52.4,6.8,55.9,41.8,35.1,43.2,26.7,54.58960661,5.540166205,213.4
60,26,503.6,43615,10699,20.4,0,36.9,35.3,38.8,2.63,45.9,18.5,60.8,40.99102564,4.7,44,6.3,51,13.2,54.9,43.9,42.3,39.3,25.2,45.73721163,5.617495712,217.3
176,76,541.3,34991,27158,23.9,0,40.1,38.9,41.2,2.54,51.9,14.4,33.3,47.3,5,41.4,7.9,45.5,11.1,54.3,42,38.1,41.7,26,52.61752646,4.045610747,232.1
103,52,501.8,29344,15808,30.6,0,42.1,40.8,43.3,2.44,58.7,17.9,25.2,56.2,0.7,37.4,5.1,46.6,9,48.3,38.2,31.6,44.4,28.9,55.74874687,5.148741419,254.3
296,115,469.2,36736,73309,21.6,0,28.5,26.6,31.1,2.67,51.1,12.2,45.7,39.4,2.8,32.7,10.4,43.5,12.7,64.8,50,29.5,32.7,19.3,51.65941773,8.722576079,183.6
219,89,522.6,49012,35757,16,0,41.7,39.6,43,2.49,52.6,13.7,38.3,40.99102564,5.5,35.2,13.8,55.8,7.9,64.4,50.2,44.8,37.2,20.9,50.3774783,4.293271005,210.6
131,59,572.1,25215,21013,38.2,0,39.1,37.1,41.4,2.53,48.2,30.4,35.1,40.99102564,3.7,36.9,5.3,31.6,15.9,39.7,48.36990715,26.4,57.3,41.9,47.61904762,7.638737758,266.2
58,29,405.4,39184,11954,20.9,0,37.6,35.8,39.2,2.44,54.6,15.6,13.1,40.99102564,5.9,27.8,9.6,58.6,9.7,57.1,48.36990715,38.1,38.6,25.4,51.35914333,6.036139946,202.4
108,47,474.6,35664,16759,20.6,0,43.2,41.3,46.1,2.36,53.6,16.6,31.8,49.6,2.1,38.8,8.4,44.8,10,65.3,44.9,38.3,43.4,21.1,51.49921842,5.73089701,205.8
832,322,436,41382,163591,19,434.0092059,38.8,37.6,40.4,2.49,46.7,20.1,29.2,40.99102564,6.6,29,13.7,51.1,10.8,58.4,42,36.8,45.5,27.1,44.75893652,5.466762526,160
29,11,407.4,63184,6571,10.9,0,36.4,35.9,37.1,2.48,58.5,15.8,28.9,40.99102564,6.7,33.7,14.3,65.4,4.2,72.3,62.1,55.1,26,15.9,60.15310234,10.65292096,150.7
59,21,379.5,40593,11543,18.3,0,40.9,40.1,41.8,2.49,55.5,26.1,32.8,40.99102564,2.7,29.5,14,54.9,8.1,53.9,40.7,33,41.2,26.6,53.51960147,4.941176471,136.5
81,23,373.1,66846,24130,8.4,0,40.1,39.8,40.5,2.46,51.2,10.7,30.3,48.7,10.3,20.5,34.2,53.94626661,4,77.4,68.1,46.4,19.1,10.1,50.77934471,4.116913206,125.2
24,10,337.1,31227,6251,29.9,0,46.1,45.5,46.9,2.39,52.1,35.2,28.6,40.99102564,6.8,24.7,17.9,49.4,9.7,33.3,24.6,19.2,46.1,32.4,44.03387221,7.037358818,145.4
22,5,358.5,59603,7879,9.9,0,40.7,40.5,41,2.31,45.7,7.8,25.2,40.99102564,30.4,18,39.7,70.6,5.8,73.4,63.5,39.3,21.7,12.6,40.63444109,4.135338346,97.9
15,6,364,44562,2399,13.9,0,49.8,49.4,49.9,2.44,50.9,27.1,25.4,40.99102564,1.7,35.1,14.7,52.8,6.4,60.2,41.3,31.4,45.7,22.7,49.00105152,5.925925926,133.8
66,15,259,68352,30257,9.7,0,37.1,36.5,38.5,2.82,49,12.8,28.5,40.99102564,22.8,17.2,32.3,74.3,4.7,68.3,48.36990715,39.6,16.5,8.7,49.62042788,6.966359035,87.6
123,38,429.1,62380,23385,9.5,0,49.4,49.4,49.3,2.42,60.1,17,48.1,40.99102564,1.9,24.8,18.6,58.7,8.2,67.2,51.7,43.6,34.4,19.4,59.71192986,2.019315189,145
26,9,381.7,45784,4864,11.4,0,44.4,41.8,45.6,2.3,60.9,22.7,41.4,40.99102564,2.6,35.1,12.6,56.2,5.1,67.2,51.8,39.7,37,19.4,58.32908813,6.155507559,118.4
